,,,TWINS,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
ITALY,,2012,SOLAIA,"1,5L",95,280,Mag,,,,,,
ITALY,,2012,SOLAIA,"3,0L",95,600,Dmag,,,,,,
ITALY,,2010,TENUTA SAN GUIDO GUIDALBERTO,75cl,90,29.95,,,,,,,
ITALY,,2010,TENUTA SAN GUIDO GUDALBERTO,"1,5L",90,66,Mag,,,,,,
RHONE,hermitage,1988,JABOULET-HERMITAGE LA CHAPELLE,75cl,92,160,,,,,,,
RHONE,hermitage,1994,JABOULET-HERMITAGE LA CHAPELLE,75cl,89,78,,,,,,,
RHONE,hermitage,1997,JABOULET-HERMITAGE LA CHAPELLE,75cl,93,79,,,,,,,
RHONE,hermitage,2001,JABOULET-HERMITAGE LA CHAPELLE,75cl,90-92,115,,,,,,,
RHONE,hermitage,2003,JABOULET-HERMITAGE LA CHAPELLE,75cl,95+,100,,,,,,,
RHONE,hermitage,2004,JABOULET-HERMITAGE LA CHAPELLE,75cl,,73,,,,,,,
RHONE,hermitage,2006,JABOULET-HERMITAGE LA CHAPELLE,75cl,88,65,,,,,,,
RHONE,hermitage,2007,JABOULET-HERMITAGE LA CHAPELLE,75cl,90,105,,,,,,,
RHONE,hermitage,2007,JABOULET-HERMITAGE LA CHAPELLE,"1,5L",90,215,Mag,,,,,,
RHONE,hermitage,2011,JABOULET-HERMITAGE LA CHAPELLE,75cl,95,89,,,,,,,
RHONE,hermitage,2012,JABOULET-HERMITAGE LA CHAPELLE,75cl,97,99,,,,,,,
RHONE,hermitage,2012,JABOULET-HERMITAGE LA CHAPELLE,"1,5L",97,198,Mag,2009,JABOULET-LA PETITE CHAPELLE,75cl,39.95,,92
RHONE,CDP,2009,HOMMAGE A JACQUES PERRIN,75cl,99,350,,,,,,,
RHONE,CDP,2010,HOMMAGE A JACQUES PERRIN,75cl,100,350,,,,,,,
RHONE,CDP,2011,HOMMAGE A JACQUES PERRIN,75cl,98,290,,,,,,,
RHONE,CDP,2012,HOMMAGE A JACQUES PERRIN,75cl,99,280,,,,,,,
RHONE,CDP,2013,HOMMAGE A JACQUES PERRIN,75cl,97-100,240,,,,,,,
SPAIN,,2007,VEGA SICILIA UNICO,75cl,95,195,,,,,,,
USA,,1998,DOMINUS ,75cl,88,125,,,,,,,
USA,,2000,DOMINUS ,"1,5L",87,200,Mag,,,,,,
USA,,2004,DOMINUS ,75cl,97,155,,,,,,,
USA,,2011,DOMINUS ,75cl,89,120,,,,,,,
USA,,1997,RIDGE MONTE BELLO,75cl,94,165,,,,,,,
USA,,2008,L'AVENTURE ESTATE CUVEE,75cl,93,46,,,,,,,
USA,,2010,L'AVENTURE OPTIMUS,75cl,,28,,,,,,,
USA,,2013,L'AVENTURE OPTIMUS,75cl,93,33,,,,,,,
USA,,2013,L'AVENTURE COTE A COTE,75cl,94,58,,,,,,,
USA,,2010,L'AVENTURE ESTATE CABERNET,75cl,,46,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,Les marchandises faisant l'objet de la présente liste sont vendues sous condition de la présente clause de propriété (article 121 & 122 de la loi 55/98 du 25/01/85). ,,,,,,,,,,,
,, Le transfert de propriété aura lieu immédiatement après le paiement.,,,,,,,,,,,
,,"The merchandise remain our property until full payment is received, including interest and sundry charges and non-payment could entitle us to get back articles.",,,,,,,,,,,
,,Conditions générales de vente/General sale conditions :,,,,,,,,,,,
,,"Prix à la bouteille départ nos chais, hors taxe, en euros.",,,,,,,,,,,
,,"Price per bottle ex-cellars, in euros.",,,,,,,,,,,
